,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
5748,5748,1,True,6.0,0.0,3.0,25.0,7.0,,0.76,False,,,,49,7,42,49,0.5581395348837209,0.6511627906976745,False,True
5749,5749,0,False,,,,,,11.0,0.3246753246753247,True,7.0,upper,37.0,76,0,76,76,0.09210526315789473,0.13157894736842105,False,False
5750,5750,0,False,,,,,,7.0,0.3137254901960784,True,4.0,lower,35.0,50,0,50,50,0.06,0.1,False,False
5751,5751,1,True,6.0,0.0,3.0,25.0,7.0,,0.6559139784946236,False,24.0,lower,35.0,92,7,85,92,0.5232558139534884,0.5465116279069767,True,False
5752,5752,0,True,5.0,2.0,3.0,22.0,6.0,,0.7872340425531915,False,,,,46,6,40,46,0.5121951219512195,0.7073170731707317,False,False
5753,5753,1,True,5.0,2.0,3.0,22.0,6.0,,0.75,False,,,,83,6,77,83,0.5128205128205128,0.6153846153846154,False,False
5754,5754,1,True,3.0,4.0,2.0,18.0,4.0,,0.8333333333333334,False,1.0,lower,13.0,53,4,49,53,0.62,0.74,False,True
5755,5755,0,False,,,,,,6.0,0.4666666666666667,False,5.0,upper,23.0,59,0,59,59,0.22033898305084745,0.288135593220339,False,False
5756,5756,0,False,,,,,,5.0,0.42528735632183906,False,4.0,lower,78.0,86,0,86,86,0.12790697674418605,0.1744186046511628,False,False
5757,5757,1,False,,,,,,4.0,0.4716981132075472,False,2.0,upper,17.0,52,0,52,52,0.15384615384615385,0.19230769230769232,False,False
5758,5758,0,False,,,,,,6.0,0.4864864864864865,False,1.0,upper,16.0,36,0,36,36,0.05555555555555555,0.1111111111111111,False,False
5759,5759,0,True,2.0,4.0,1.0,18.0,3.0,,0.6363636363636364,False,4.0,upper,30.0,32,3,29,32,0.23333333333333334,0.36666666666666664,False,False
5760,5760,1,True,6.0,0.0,3.0,25.0,7.0,,0.8181818181818182,False,,,,43,7,36,43,0.5135135135135135,0.6216216216216216,True,True
5761,5761,0,False,,,,,,15.0,0.2647058823529412,True,18.0,lower,58.0,67,0,67,67,0.1044776119402985,0.14925373134328357,False,False
5762,5762,1,True,3.0,6.0,2.0,14.0,4.0,,0.78125,False,,,,31,4,27,31,0.6071428571428571,0.6785714285714286,True,False
5763,5763,0,True,3.0,6.0,2.0,14.0,4.0,,0.6666666666666666,False,5.0,upper,28.0,44,4,40,44,0.43902439024390244,0.4878048780487805,False,False
5764,5764,1,True,4.0,2.0,2.0,22.0,5.0,,0.8076923076923077,False,,,,51,5,46,51,0.574468085106383,0.7021276595744681,False,False
5765,5765,0,False,,,,,,9.0,0.358974358974359,True,6.0,lower,23.0,38,0,38,38,0.15789473684210525,0.18421052631578946,False,False
5766,5766,1,True,3.0,4.0,2.0,18.0,4.0,,0.8289473684210527,False,,,,75,4,71,75,0.5555555555555556,0.7083333333333334,True,False
5767,5767,0,False,,,,,,20.0,0.21212121212121213,True,12.0,upper,10.0,65,0,65,65,0.046153846153846156,0.046153846153846156,False,False
5768,5768,0,False,,,,,,33.0,0.14,True,25.0,upper,16.0,49,0,49,49,0.02040816326530612,0.02040816326530612,False,False
5769,5769,1,False,,,,,,6.0,0.5238095238095238,False,,,,62,0,62,62,0.11290322580645161,0.14516129032258066,False,False
5770,5770,1,True,3.0,6.0,0.0,14.0,4.0,,0.7333333333333333,False,,,,59,4,55,59,0.5535714285714286,0.6428571428571429,False,False
5771,5771,0,True,5.0,4.0,4.0,18.0,6.0,,0.3,True,,,,69,6,63,69,0.15625,0.203125,False,False
5772,5772,0,False,,,,,,20.0,0.24444444444444444,True,12.0,upper,10.0,44,0,44,44,0.022727272727272728,0.09090909090909091,False,False
5773,5773,1,True,9.0,0.0,6.0,25.0,10.0,,0.6197183098591549,False,5.0,lower,67.0,70,10,60,70,0.5245901639344263,0.5573770491803278,True,False
5774,5774,0,False,,,,,,3.0,0.4117647058823529,False,6.0,upper,37.0,50,0,50,50,0.08,0.16,False,False
5775,5775,1,True,3.0,4.0,2.0,18.0,4.0,,0.8958333333333334,False,,,,47,4,43,47,0.7045454545454546,0.8181818181818182,True,False
5776,5776,1,True,9.0,0.0,6.0,25.0,10.0,,0.9743589743589743,False,,,,38,10,28,38,0.896551724137931,0.9310344827586207,True,False
5777,5777,1,True,7.0,0.0,4.0,25.0,8.0,,0.9069767441860465,False,,,,42,8,34,42,0.7428571428571429,0.8285714285714286,False,False
5778,5778,1,True,2.0,4.0,1.0,18.0,3.0,,0.7959183673469388,False,,,,48,3,45,48,0.6304347826086957,0.6739130434782609,True,False
5779,5779,0,True,4.0,2.0,2.0,22.0,5.0,,0.85,False,,,,39,5,34,39,0.45714285714285713,0.6571428571428571,False,True
5780,5780,0,True,2.0,4.0,1.0,18.0,3.0,,0.12162162162162163,True,57.0,lower,40.0,73,3,70,73,0.056338028169014086,0.07042253521126761,False,False
5781,5781,0,False,,,,,,4.0,0.37209302325581395,True,6.0,lower,16.0,42,0,42,42,0.14285714285714285,0.19047619047619047,False,False
5782,5782,1,True,4.0,2.0,2.0,22.0,5.0,,0.8333333333333334,False,,,,41,5,36,41,0.7027027027027027,0.8108108108108109,False,False
5783,5783,1,True,7.0,1.0,4.0,24.0,8.0,,0.9777777777777777,False,,,,44,8,36,44,0.6756756756756757,0.8108108108108109,True,True
5784,5784,1,True,7.0,0.0,4.0,25.0,8.0,,0.8333333333333334,False,,,,35,8,27,35,0.6785714285714286,0.7142857142857143,True,False
5785,5785,0,True,5.0,2.0,3.0,22.0,6.0,,0.7346938775510204,False,,,,48,6,42,48,0.46511627906976744,0.6046511627906976,False,False
5786,5786,0,False,,,,,,4.0,0.44776119402985076,False,9.0,lower,27.0,66,0,66,66,0.25757575757575757,0.3181818181818182,False,False
5787,5787,0,False,,,,,,9.0,0.21739130434782608,True,6.0,lower,25.0,45,0,45,45,0.044444444444444446,0.1111111111111111,False,False
5788,5788,1,True,7.0,0.0,4.0,25.0,8.0,,0.7627118644067796,False,6.0,lower,55.0,58,8,50,58,0.5686274509803921,0.5686274509803921,False,False
5789,5789,0,False,,,,,,7.0,0.425,False,3.0,upper,25.0,39,0,39,39,0.10256410256410256,0.15384615384615385,False,False
5790,5790,0,True,11.0,0.0,8.0,25.0,12.0,,0.6909090909090909,False,1.0,upper,30.0,54,12,42,54,0.4883720930232558,0.5581395348837209,False,True
5791,5791,0,True,6.0,0.0,3.0,25.0,7.0,,0.6666666666666666,False,,,,65,7,58,65,0.5084745762711864,0.5932203389830508,False,False
5792,5792,1,True,3.0,4.0,2.0,18.0,4.0,,0.98,False,,,,99,4,95,99,0.875,0.8958333333333334,True,False
5793,5793,0,True,4.0,2.0,2.0,22.0,5.0,,0.7777777777777778,False,,,,62,5,57,62,0.5689655172413793,0.6551724137931034,False,False
5794,5794,1,True,3.0,4.0,2.0,18.0,4.0,,0.8214285714285714,False,,,,55,4,51,55,0.5769230769230769,0.7307692307692307,False,True
5795,5795,0,True,10.0,0.0,6.0,25.0,11.0,,0.6727272727272727,False,5.0,lower,22.0,54,11,43,54,0.45454545454545453,0.5,False,False
5796,5796,0,True,6.0,0.0,3.0,25.0,7.0,,0.7021276595744681,False,,,,46,7,39,46,0.55,0.6,False,False
5797,5797,1,False,,,,,,3.0,0.7346938775510204,False,,,,48,0,48,48,0.16666666666666666,0.3333333333333333,False,False
5798,5798,1,True,8.0,0.0,4.0,25.0,9.0,,0.8285714285714286,False,,,,34,9,25,34,0.6923076923076923,0.7692307692307693,True,True
5799,5799,1,True,7.0,2.0,5.0,22.0,8.0,,0.9574468085106383,False,,,,46,8,38,46,0.7692307692307693,0.8717948717948718,True,False
5800,5800,1,True,8.0,0.0,5.0,25.0,9.0,,0.8571428571428571,False,,,,48,9,39,48,0.625,0.725,True,False
5801,5801,1,True,4.0,2.0,2.0,22.0,5.0,,0.7619047619047619,False,,,,62,5,57,62,0.6896551724137931,0.7413793103448276,True,False
5802,5802,1,True,13.0,0.0,10.0,25.0,14.0,,0.9387755102040817,False,,,,48,14,34,48,0.7428571428571429,0.8857142857142857,True,False
5803,5803,0,True,7.0,0.0,4.0,25.0,8.0,,0.5555555555555556,False,6.0,upper,46.0,53,8,45,53,0.34782608695652173,0.41304347826086957,False,False
5804,5804,0,False,,,,,,6.0,0.3695652173913043,True,4.0,lower,31.0,45,0,45,45,0.13333333333333333,0.2222222222222222,False,False
5805,5805,0,False,,,,,,7.0,0.45161290322580644,False,1.0,upper,47.0,61,0,61,61,0.13114754098360656,0.19672131147540983,False,False
5806,5806,0,True,3.0,4.0,2.0,18.0,4.0,,0.575,False,4.0,upper,30.0,39,4,35,39,0.3611111111111111,0.3888888888888889,False,False
5807,5807,1,True,2.0,4.0,1.0,18.0,3.0,,0.8918918918918919,False,,,,36,3,33,36,0.5588235294117647,0.7058823529411765,True,False
5808,5808,0,False,,,,,,4.0,0.3,True,16.0,upper,26.0,39,0,39,39,0.1282051282051282,0.1794871794871795,False,False
5809,5809,1,True,11.0,0.0,7.0,25.0,12.0,,0.8888888888888888,False,,,,62,12,50,62,0.7254901960784313,0.8235294117647058,True,True
5810,5810,0,False,,,,,,5.0,0.5116279069767442,False,2.0,upper,40.0,42,0,42,42,0.07142857142857142,0.11904761904761904,False,False
5811,5811,0,False,,,,,,13.0,0.3142857142857143,True,5.0,lower,6.0,34,0,34,34,0.08823529411764706,0.11764705882352941,False,False
5812,5812,0,True,4.0,2.0,2.0,22.0,5.0,,0.625,False,2.0,upper,20.0,47,5,42,47,0.3953488372093023,0.5116279069767442,False,True
5813,5813,0,False,,,,,,4.0,0.46511627906976744,False,2.0,upper,22.0,42,0,42,42,0.14285714285714285,0.19047619047619047,False,False
5814,5814,0,False,,,,,,7.0,0.3148148148148148,True,6.0,upper,22.0,53,0,53,53,0.09433962264150944,0.11320754716981132,False,False
5815,5815,1,True,8.0,0.0,4.0,25.0,9.0,,0.9607843137254902,False,,,,50,9,41,50,0.6904761904761905,0.7857142857142857,False,True
5816,5816,0,True,2.0,4.0,1.0,18.0,3.0,,0.627906976744186,False,,,,42,3,39,42,0.525,0.6,False,False
5817,5817,1,False,,,,,,9.0,0.7468354430379747,False,1.0,lower,4.0,78,0,78,78,0.28205128205128205,0.4230769230769231,True,False
5818,5818,0,True,4.0,2.0,2.0,22.0,5.0,,0.7948717948717948,False,,,,38,5,33,38,0.5588235294117647,0.6176470588235294,True,False
5819,5819,0,False,,,,,,3.0,0.46296296296296297,False,,,,53,0,53,53,0.1320754716981132,0.20754716981132076,False,False
5820,5820,1,True,2.0,4.0,1.0,18.0,3.0,,0.7777777777777778,False,,,,35,3,32,35,0.6666666666666666,0.7272727272727273,True,False
5821,5821,0,False,,,,,,3.0,0.35714285714285715,True,1.0,upper,28.0,41,0,41,41,0.0975609756097561,0.12195121951219512,False,False
5822,5822,0,False,,,,,,3.0,0.29411764705882354,True,8.0,lower,26.0,33,0,33,33,0.030303030303030304,0.06060606060606061,False,False
5823,5823,0,True,9.0,0.0,5.0,25.0,10.0,,0.5849056603773585,False,4.0,upper,23.0,52,10,42,52,0.3488372093023256,0.37209302325581395,True,False
5824,5824,0,False,,,,,,8.0,0.36904761904761907,True,6.0,upper,22.0,83,0,83,83,0.12048192771084337,0.1566265060240964,False,False
5825,5825,0,True,23.0,0.0,20.0,25.0,24.0,,0.6833333333333333,False,10.0,upper,48.0,59,24,35,59,0.2777777777777778,0.2777777777777778,False,False
5826,5826,0,True,9.0,0.0,6.0,25.0,10.0,,0.7916666666666666,False,,,,47,10,37,47,0.47368421052631576,0.5526315789473685,False,False
5827,5827,1,True,3.0,6.0,2.0,14.0,4.0,,0.6666666666666666,False,,,,38,4,34,38,0.6,0.6285714285714286,True,False
5828,5828,0,True,12.0,0.0,9.0,25.0,13.0,,0.41935483870967744,False,28.0,upper,38.0,61,13,48,61,0.12244897959183673,0.12244897959183673,False,False
5829,5829,1,False,,,,,,4.0,0.704225352112676,False,,,,70,0,70,70,0.5571428571428572,0.6,True,False
5830,5830,1,True,4.0,2.0,2.0,22.0,5.0,,0.696969696969697,False,,,,32,5,27,32,0.35714285714285715,0.5714285714285714,False,True
5831,5831,0,False,,,,,,5.0,0.4146341463414634,False,5.0,upper,43.0,81,0,81,81,0.09876543209876543,0.16049382716049382,False,False
5832,5832,0,False,,,,,,8.0,0.5142857142857142,False,,,,34,0,34,34,0.14705882352941177,0.23529411764705882,False,False
5833,5833,1,True,5.0,2.0,3.0,22.0,6.0,,0.7384615384615385,False,6.0,upper,56.0,64,6,58,64,0.5084745762711864,0.559322033898305,False,False
5834,5834,1,True,3.0,4.0,2.0,18.0,4.0,,0.88,False,,,,49,4,45,49,0.717391304347826,0.782608695652174,True,False
5835,5835,0,True,9.0,0.0,5.0,25.0,10.0,,0.7592592592592593,False,,,,53,10,43,53,0.4772727272727273,0.6136363636363636,False,True
5836,5836,1,True,8.0,0.0,5.0,25.0,9.0,,0.8095238095238095,False,,,,41,9,32,41,0.6060606060606061,0.6666666666666666,True,False
5837,5837,0,False,,,,,,5.0,0.3125,True,11.0,lower,25.0,47,0,47,47,0.0851063829787234,0.1276595744680851,False,False
5838,5838,0,True,4.0,2.0,2.0,22.0,5.0,,0.7307692307692307,False,2.0,lower,50.0,51,5,46,51,0.46808510638297873,0.5106382978723404,True,False
5839,5839,0,False,,,,,,6.0,0.2,True,4.0,upper,13.0,44,0,44,44,0.022727272727272728,0.022727272727272728,False,False
5840,5840,0,False,,,,,,3.0,0.40476190476190477,False,2.0,upper,23.0,41,0,41,41,0.12195121951219512,0.17073170731707318,False,False
5841,5841,0,True,9.0,0.0,6.0,25.0,10.0,,0.7380952380952381,False,,,,41,10,31,41,0.5,0.59375,True,False
5842,5842,0,False,,,,,,6.0,0.35714285714285715,True,7.0,upper,28.0,55,0,55,55,0.2727272727272727,0.2909090909090909,True,False
5843,5843,0,False,,,,,,16.0,0.3142857142857143,True,10.0,upper,9.0,34,0,34,34,0.058823529411764705,0.17647058823529413,False,False
5844,5844,1,True,3.0,6.0,2.0,14.0,4.0,,0.9,False,,,,39,4,35,39,0.75,0.8611111111111112,True,False
5845,5845,0,True,4.0,2.0,2.0,22.0,5.0,,0.5344827586206896,False,7.0,upper,52.0,57,5,52,57,0.41509433962264153,0.49056603773584906,False,False
5846,5846,1,True,5.0,2.0,3.0,22.0,6.0,,0.8387096774193549,False,,,,30,6,24,30,0.64,0.68,False,True
5847,5847,1,True,6.0,0.0,3.0,25.0,7.0,,1.0,False,,,,52,7,45,52,0.6739130434782609,0.7391304347826086,True,False
5848,5848,1,True,3.0,4.0,2.0,18.0,4.0,,0.7941176470588235,False,4.0,lower,16.0,67,4,63,67,0.515625,0.625,False,False
5849,5849,1,True,7.0,0.0,4.0,25.0,8.0,,0.95,False,,,,39,8,31,39,0.71875,0.8125,True,False
5850,5850,1,True,5.0,3.0,3.0,20.0,6.0,,0.8181818181818182,False,,,,43,6,37,43,0.5789473684210527,0.7105263157894737,True,False
5851,5851,0,True,7.0,2.0,4.0,22.0,8.0,,0.5098039215686274,False,12.0,lower,41.0,50,8,42,50,0.3488372093023256,0.37209302325581395,False,False
5852,5852,1,True,6.0,0.0,3.0,25.0,7.0,,0.8431372549019608,False,,,,50,7,43,50,0.5681818181818182,0.75,True,True
5853,5853,1,True,2.0,4.0,1.0,18.0,3.0,,0.8813559322033898,False,,,,58,3,55,58,0.6785714285714286,0.7321428571428571,False,False
5854,5854,1,True,3.0,6.0,0.0,14.0,4.0,,0.8269230769230769,False,,,,51,4,47,51,0.5833333333333334,0.7916666666666666,False,False
5855,5855,0,True,4.0,2.0,2.0,22.0,5.0,,0.76,False,,,,49,5,44,49,0.5555555555555556,0.6,False,False
5856,5856,0,False,,,,,,4.0,0.4666666666666667,False,4.0,lower,11.0,44,0,44,44,0.11363636363636363,0.1590909090909091,False,False
5857,5857,1,True,3.0,6.0,0.0,14.0,4.0,,0.7567567567567568,False,2.0,upper,11.0,36,4,32,36,0.6060606060606061,0.6363636363636364,True,False
5858,5858,1,True,6.0,0.0,3.0,25.0,7.0,,0.8888888888888888,False,,,,35,7,28,35,0.6206896551724138,0.7931034482758621,True,False
5859,5859,1,True,7.0,0.0,4.0,25.0,8.0,,0.8611111111111112,False,,,,35,8,27,35,0.6785714285714286,0.7142857142857143,False,False
5860,5860,0,False,,,,,,8.0,0.3333333333333333,True,6.0,upper,29.0,71,0,71,71,0.11267605633802817,0.14084507042253522,False,False
5861,5861,0,True,3.0,4.0,2.0,18.0,4.0,,0.8478260869565217,False,,,,45,4,41,45,0.5952380952380952,0.7142857142857143,False,True
5862,5862,0,True,3.0,4.0,2.0,18.0,4.0,,0.4883720930232558,False,13.0,lower,32.0,42,4,38,42,0.28205128205128205,0.3333333333333333,True,False
5863,5863,0,False,,,,,,3.0,0.3181818181818182,True,7.0,upper,19.0,65,0,65,65,0.03076923076923077,0.1076923076923077,False,False
5864,5864,1,True,6.0,0.0,3.0,25.0,7.0,,0.8205128205128205,False,,,,38,7,31,38,0.625,0.6875,True,True
5865,5865,1,True,6.0,0.0,3.0,25.0,7.0,,0.8947368421052632,False,,,,37,7,30,37,0.5161290322580645,0.6774193548387096,False,True
5866,5866,0,False,,,,,,4.0,0.6153846153846154,False,,,,51,0,51,51,0.35294117647058826,0.4117647058823529,False,False
5867,5867,1,True,7.0,2.0,5.0,22.0,8.0,,1.0,False,,,,44,8,36,44,0.6756756756756757,0.8378378378378378,False,False
5868,5868,1,True,3.0,6.0,2.0,14.0,4.0,,0.972972972972973,False,,,,36,4,32,36,0.696969696969697,0.8181818181818182,True,True
5869,5869,1,True,6.0,0.0,3.0,25.0,7.0,,0.8611111111111112,False,,,,35,7,28,35,0.5517241379310345,0.6551724137931034,False,False
5870,5870,0,True,3.0,4.0,2.0,18.0,4.0,,0.7959183673469388,False,,,,48,4,44,48,0.5555555555555556,0.6666666666666666,False,False
5871,5871,1,True,5.0,2.0,3.0,22.0,6.0,,0.96,False,,,,49,6,43,49,0.6818181818181818,0.7954545454545454,True,False
5872,5872,1,True,10.0,0.0,7.0,25.0,11.0,,0.9090909090909091,False,,,,54,11,43,54,0.6590909090909091,0.7272727272727273,True,True
5873,5873,1,True,7.0,0.0,4.0,25.0,8.0,,0.8709677419354839,False,,,,61,8,53,61,0.48148148148148145,0.5185185185185185,False,False
5874,5874,0,True,7.0,0.0,4.0,25.0,8.0,,0.7674418604651163,False,,,,42,8,34,42,0.5142857142857142,0.6,False,False
5875,5875,1,True,5.0,2.0,3.0,22.0,6.0,,0.8333333333333334,False,,,,59,6,53,59,0.6481481481481481,0.7407407407407407,False,False
5876,5876,0,True,3.0,4.0,2.0,18.0,4.0,,0.6530612244897959,False,1.0,upper,24.0,48,4,44,48,0.5111111111111111,0.5777777777777777,True,False
5877,5877,0,False,,,,,,8.0,0.37,True,4.0,upper,62.0,99,0,99,99,0.0707070707070707,0.12121212121212122,False,False
5878,5878,0,True,10.0,0.0,7.0,25.0,11.0,,0.6724137931034483,False,,,,57,11,46,57,0.5319148936170213,0.5531914893617021,False,False
5879,5879,0,True,4.0,2.0,2.0,22.0,5.0,,0.75,False,,,,31,5,26,31,0.4074074074074074,0.48148148148148145,False,False
5880,5880,0,True,2.0,4.0,1.0,18.0,3.0,,0.7391304347826086,False,,,,45,3,42,45,0.5581395348837209,0.5813953488372093,False,False
5881,5881,0,True,3.0,4.0,2.0,18.0,4.0,,0.7804878048780488,False,,,,40,4,36,40,0.5405405405405406,0.5675675675675675,True,False
5882,5882,0,False,,,,,,4.0,0.36363636363636365,True,8.0,lower,26.0,43,0,43,43,0.16279069767441862,0.20930232558139536,False,False
5883,5883,1,True,6.0,0.0,3.0,25.0,7.0,,0.9736842105263158,False,,,,37,7,30,37,0.7419354838709677,0.8387096774193549,False,False
5884,5884,1,True,12.0,0.0,9.0,25.0,13.0,,0.8958333333333334,False,,,,47,13,34,47,0.8285714285714286,0.8571428571428571,True,True
5885,5885,1,True,3.0,7.0,2.0,12.0,4.0,,0.8301886792452831,False,,,,52,4,48,52,0.6122448979591837,0.6530612244897959,True,True
5886,5886,1,True,3.0,4.0,2.0,18.0,4.0,,0.8043478260869565,False,,,,45,4,41,45,0.6190476190476191,0.6428571428571429,False,False
5887,5887,0,False,,,,,,14.0,0.17307692307692307,True,8.0,lower,47.0,51,0,51,51,0.0392156862745098,0.058823529411764705,False,False
5888,5888,0,False,,,,,,3.0,0.35135135135135137,True,5.0,lower,11.0,36,0,36,36,0.1111111111111111,0.1388888888888889,False,False
5889,5889,0,False,,,,,,6.0,0.3181818181818182,True,4.0,upper,20.0,43,0,43,43,0.09302325581395349,0.11627906976744186,False,False
5890,5890,1,True,12.0,0.0,9.0,25.0,13.0,,0.8450704225352113,False,,,,70,13,57,70,0.603448275862069,0.7241379310344828,False,False
5891,5891,0,True,5.0,4.0,4.0,18.0,6.0,,0.5714285714285714,False,10.0,upper,50.0,55,6,49,55,0.4,0.48,False,False
5892,5892,1,True,13.0,0.0,10.0,25.0,14.0,,0.9387755102040817,False,,,,48,14,34,48,0.7428571428571429,0.8857142857142857,True,False
5893,5893,1,True,15.0,0.0,12.0,25.0,16.0,,1.0,False,,,,99,16,83,99,0.7619047619047619,0.8095238095238095,False,False
5894,5894,0,True,6.0,0.0,3.0,25.0,7.0,,0.5263157894736842,False,4.0,upper,23.0,56,7,49,56,0.4,0.44,True,False
5895,5895,0,True,5.0,2.0,3.0,22.0,6.0,,0.9183673469387755,False,,,,48,6,42,48,0.4883720930232558,0.5581395348837209,False,False
5896,5896,0,True,5.0,2.0,3.0,22.0,6.0,,0.6938775510204082,False,2.0,lower,38.0,48,6,42,48,0.5116279069767442,0.5348837209302325,False,False
5897,5897,1,True,13.0,0.0,10.0,25.0,14.0,,0.9041095890410958,False,,,,72,14,58,72,0.5932203389830508,0.6779661016949152,True,False
5898,5898,0,True,9.0,0.0,6.0,25.0,10.0,,0.8974358974358975,False,,,,38,10,28,38,0.5862068965517241,0.7241379310344828,False,False
5899,5899,1,False,,,,,,6.0,0.40425531914893614,False,4.0,upper,40.0,46,0,46,46,0.08695652173913043,0.13043478260869565,False,False
5900,5900,0,False,,,,,,11.0,0.21951219512195122,True,3.0,lower,5.0,40,0,40,40,0.05,0.125,False,False
5901,5901,0,False,,,,,,10.0,0.5142857142857142,False,2.0,upper,5.0,34,0,34,34,0.08823529411764706,0.17647058823529413,False,False
5902,5902,0,True,7.0,1.0,4.0,24.0,8.0,,0.5689655172413793,False,12.0,lower,49.0,57,8,49,57,0.4,0.46,False,True
5903,5903,0,True,2.0,4.0,1.0,18.0,3.0,,0.5471698113207547,False,9.0,lower,46.0,52,3,49,52,0.4,0.48,False,True
5904,5904,0,False,,,,,,6.0,0.3333333333333333,True,3.0,lower,23.0,26,0,26,26,0.0,0.0,False,False
5905,5905,1,True,4.0,2.0,2.0,22.0,5.0,,0.9726027397260274,False,,,,72,5,67,72,0.7794117647058824,0.8382352941176471,False,False
5906,5906,1,True,4.0,2.0,2.0,22.0,5.0,,0.9318181818181818,False,,,,43,5,38,43,0.6923076923076923,0.7692307692307693,False,False
5907,5907,0,False,,,,,,14.0,0.3,True,6.0,upper,7.0,39,0,39,39,0.02564102564102564,0.05128205128205128,False,False
5908,5908,1,True,7.0,0.0,4.0,25.0,8.0,,1.0,False,,,,34,8,26,34,0.7777777777777778,0.8888888888888888,True,True
5909,5909,1,True,10.0,0.0,6.0,25.0,11.0,,0.82,False,5.0,lower,23.0,49,11,38,49,0.5897435897435898,0.6923076923076923,True,False
5910,5910,0,False,,,,,,3.0,0.54,False,1.0,lower,42.0,49,0,49,49,0.30612244897959184,0.3673469387755102,False,False
5911,5911,1,True,10.0,0.0,7.0,25.0,11.0,,0.9318181818181818,False,,,,43,11,32,43,0.7272727272727273,0.7878787878787878,False,True
5912,5912,1,True,14.0,0.0,10.0,25.0,15.0,,0.8032786885245902,False,7.0,lower,56.0,60,15,45,60,0.5652173913043478,0.6304347826086957,False,False
5913,5913,1,True,8.0,0.0,5.0,25.0,9.0,,1.0,False,,,,41,9,32,41,0.696969696969697,0.9090909090909091,True,True
5914,5914,0,True,14.0,0.0,10.0,25.0,15.0,,0.574468085106383,False,4.0,lower,27.0,46,15,31,46,0.125,0.15625,False,True
5915,5915,0,False,,,,,,6.0,0.3548387096774194,True,1.0,upper,11.0,30,0,30,30,0.06666666666666667,0.16666666666666666,False,False
5916,5916,1,True,2.0,7.0,1.0,12.0,3.0,,0.85,False,7.0,upper,16.0,99,3,96,99,0.6597938144329897,0.7731958762886598,False,False
5917,5917,0,False,,,,,,6.0,0.45454545454545453,False,5.0,upper,23.0,43,0,43,43,0.20930232558139536,0.2558139534883721,False,False
5918,5918,1,True,3.0,4.0,2.0,18.0,4.0,,0.8266666666666667,False,3.0,lower,72.0,74,4,70,74,0.5774647887323944,0.6901408450704225,True,True
5919,5919,0,False,,,,,,1.0,0.44,False,7.0,upper,38.0,49,0,49,49,0.20408163265306123,0.20408163265306123,False,False
5920,5920,1,True,8.0,0.0,4.0,25.0,9.0,,0.7971014492753623,False,2.0,upper,54.0,68,9,59,68,0.6833333333333333,0.75,True,True
5921,5921,0,True,5.0,2.0,3.0,22.0,6.0,,0.75,False,,,,51,6,45,51,0.45652173913043476,0.5869565217391305,False,True
5922,5922,1,True,9.0,0.0,6.0,25.0,10.0,,0.9444444444444444,False,,,,35,10,25,35,0.6538461538461539,0.7307692307692307,True,False
5923,5923,0,False,,,,,,6.0,0.4507042253521127,False,1.0,upper,13.0,70,0,70,70,0.04285714285714286,0.12857142857142856,False,False
5924,5924,0,True,4.0,2.0,2.0,22.0,5.0,,0.7358490566037735,False,9.0,lower,47.0,52,5,47,52,0.3333333333333333,0.4166666666666667,False,False
5925,5925,1,True,6.0,0.0,3.0,25.0,7.0,,0.9791666666666666,False,,,,47,7,40,47,0.6341463414634146,0.7317073170731707,True,False
5926,5926,1,True,8.0,0.0,4.0,25.0,9.0,,0.8222222222222222,False,,,,44,9,35,44,0.5833333333333334,0.6944444444444444,False,False
5927,5927,0,True,3.0,5.0,2.0,16.0,4.0,,0.65,False,,,,39,4,35,39,0.5277777777777778,0.6111111111111112,True,False
5928,5928,0,False,,,,,,10.0,0.3492063492063492,True,4.0,upper,22.0,62,0,62,62,0.16129032258064516,0.22580645161290322,False,False
5929,5929,0,False,,,,,,4.0,0.40476190476190477,False,9.0,lower,15.0,41,0,41,41,0.0975609756097561,0.0975609756097561,False,False
5930,5930,0,False,,,,,,12.0,0.29850746268656714,True,11.0,upper,59.0,66,0,66,66,0.06060606060606061,0.10606060606060606,False,False
5931,5931,0,True,2.0,4.0,1.0,18.0,3.0,,0.5428571428571428,False,,,,34,3,31,34,0.375,0.46875,False,False
5932,5932,0,False,,,,,,6.0,0.35,True,4.0,upper,13.0,39,0,39,39,0.1794871794871795,0.2564102564102564,False,False
5933,5933,0,True,6.0,0.0,3.0,25.0,7.0,,0.7741935483870968,False,,,,61,7,54,61,0.5818181818181818,0.6181818181818182,False,False
5934,5934,0,False,,,,,,4.0,0.37,True,8.0,lower,39.0,99,0,99,99,0.09090909090909091,0.1414141414141414,False,False
5935,5935,1,True,12.0,0.0,9.0,25.0,13.0,,0.9130434782608695,False,,,,45,13,32,45,0.7272727272727273,0.7878787878787878,False,True
5936,5936,0,False,,,,,,4.0,0.5714285714285714,False,,,,27,0,27,27,0.07407407407407407,0.14814814814814814,False,False
5937,5937,0,False,,,,,,6.0,0.23684210526315788,True,14.0,upper,66.0,75,0,75,75,0.09333333333333334,0.12,False,False
