,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
12800,12800,0,False,,,,,,7.0,0.3958333333333333,True,,,,47,0,47,47,0.23404255319148937,0.2553191489361702,False,False
12801,12801,0,True,2.0,4.0,1.0,18.0,3.0,,0.5869565217391305,False,3.0,lower,12.0,45,3,42,45,0.46511627906976744,0.5348837209302325,False,True
12802,12802,1,True,2.0,4.0,1.0,18.0,3.0,,0.9230769230769231,False,,,,51,3,48,51,0.6530612244897959,0.7755102040816326,True,False
12803,12803,0,False,,,,,,7.0,0.275,True,12.0,lower,33.0,39,0,39,39,0.07692307692307693,0.07692307692307693,False,False
12804,12804,1,True,5.0,2.0,3.0,22.0,6.0,,0.8,False,,,,49,6,43,49,0.6363636363636364,0.7272727272727273,True,False
12805,12805,1,True,3.0,4.0,2.0,18.0,4.0,,1.0,False,,,,37,4,33,37,0.6764705882352942,0.8235294117647058,True,False
12806,12806,0,True,2.0,4.0,1.0,18.0,3.0,,0.6410256410256411,False,,,,38,3,35,38,0.5555555555555556,0.5555555555555556,False,False
12807,12807,0,False,,,,,,9.0,0.35,True,3.0,upper,34.0,39,0,39,39,0.15384615384615385,0.20512820512820512,False,False
12808,12808,1,True,5.0,2.0,3.0,22.0,6.0,,0.8032786885245902,False,,,,60,6,54,60,0.6,0.7090909090909091,False,False
12809,12809,0,True,8.0,0.0,4.0,25.0,9.0,,0.6415094339622641,False,,,,52,9,43,52,0.4090909090909091,0.5227272727272727,True,True
12810,12810,0,False,,,,,,4.0,0.375,True,3.0,lower,13.0,39,0,39,39,0.10256410256410256,0.20512820512820512,False,False
12811,12811,1,True,4.0,2.0,2.0,22.0,5.0,,0.7727272727272727,False,,,,43,5,38,43,0.6410256410256411,0.6923076923076923,True,False
12812,12812,0,False,,,,,,6.0,0.32608695652173914,True,9.0,lower,36.0,45,0,45,45,0.06666666666666667,0.17777777777777778,False,False
12813,12813,0,True,3.0,4.0,2.0,18.0,4.0,,0.39655172413793105,True,12.0,upper,50.0,57,4,53,57,0.2037037037037037,0.2962962962962963,False,False
12814,12814,0,False,,,,,,4.0,0.22807017543859648,True,,,,56,0,56,56,0.03571428571428571,0.07142857142857142,False,False
12815,12815,0,True,7.0,0.0,4.0,25.0,8.0,,0.5370370370370371,False,,,,53,8,45,53,0.34782608695652173,0.3695652173913043,False,False
12816,12816,1,True,3.0,6.0,2.0,14.0,4.0,,0.9076923076923077,False,,,,64,4,60,64,0.819672131147541,0.8688524590163934,True,False
12817,12817,1,False,,,,,,4.0,0.5862068965517241,False,,,,57,0,57,57,0.17543859649122806,0.2631578947368421,False,False
12818,12818,1,True,3.0,5.0,2.0,16.0,4.0,,0.7951807228915663,False,2.0,upper,23.0,82,4,78,82,0.6075949367088608,0.7215189873417721,True,False
12819,12819,1,True,6.0,0.0,3.0,25.0,7.0,,0.8333333333333334,False,,,,35,7,28,35,0.5517241379310345,0.6896551724137931,True,False
12820,12820,1,True,3.0,4.0,2.0,18.0,4.0,,0.868421052631579,False,,,,75,4,71,75,0.625,0.7361111111111112,True,True
12821,12821,1,True,7.0,0.0,4.0,25.0,8.0,,0.7333333333333333,False,2.0,lower,53.0,74,8,66,74,0.6417910447761194,0.6865671641791045,False,False
12822,12822,0,False,,,,,,5.0,0.2549019607843137,True,3.0,upper,34.0,50,0,50,50,0.04,0.08,False,False
12823,12823,0,False,,,,,,10.0,0.3191489361702128,True,10.0,lower,28.0,46,0,46,46,0.13043478260869565,0.15217391304347827,False,False
12824,12824,1,False,,,,,,8.0,0.5698924731182796,False,14.0,lower,23.0,92,0,92,92,0.44565217391304346,0.4782608695652174,True,False
12825,12825,0,False,,,,,,3.0,0.2631578947368421,True,,,,18,0,18,18,0.05555555555555555,0.05555555555555555,False,False
12826,12826,0,False,,,,,,8.0,0.30357142857142855,True,8.0,upper,32.0,55,0,55,55,0.09090909090909091,0.18181818181818182,False,False
12827,12827,1,True,5.0,2.0,3.0,22.0,6.0,,0.9375,False,,,,47,6,41,47,0.5952380952380952,0.7380952380952381,True,False
12828,12828,0,True,4.0,2.0,2.0,22.0,5.0,,0.3770491803278688,True,4.0,upper,15.0,60,5,55,60,0.2857142857142857,0.30357142857142855,False,False
12829,12829,0,True,3.0,4.0,2.0,18.0,4.0,,0.5909090909090909,False,3.0,lower,19.0,43,4,39,43,0.15,0.25,False,True
12830,12830,1,True,9.0,0.0,5.0,25.0,10.0,,0.9512195121951219,False,,,,40,10,30,40,0.7419354838709677,0.8709677419354839,True,False
12831,12831,1,True,10.0,0.0,7.0,25.0,11.0,,0.9130434782608695,False,,,,45,11,34,45,0.6571428571428571,0.7428571428571429,True,True
12832,12832,1,True,7.0,0.0,4.0,25.0,8.0,,0.8536585365853658,False,,,,40,8,32,40,0.6060606060606061,0.7272727272727273,False,False
12833,12833,0,False,,,,,,4.0,0.475,False,,,,39,0,39,39,0.10256410256410256,0.1794871794871795,False,False
12834,12834,0,False,,,,,,4.0,0.6486486486486487,False,,,,36,0,36,36,0.08333333333333333,0.19444444444444445,False,False
12835,12835,0,True,5.0,2.0,3.0,22.0,6.0,,0.5423728813559322,False,16.0,upper,50.0,58,6,52,58,0.32075471698113206,0.39622641509433965,False,False
12836,12836,1,True,5.0,2.0,3.0,22.0,6.0,,0.9142857142857143,False,,,,34,6,28,34,0.6551724137931034,0.8275862068965517,False,False
12837,12837,0,True,3.0,5.0,2.0,16.0,4.0,,0.6981132075471698,False,4.0,upper,32.0,52,4,48,52,0.3673469387755102,0.4489795918367347,False,False
12838,12838,1,False,,,,,,12.0,0.5287356321839081,False,4.0,upper,6.0,86,0,86,86,0.1511627906976744,0.20930232558139536,False,False
12839,12839,0,False,,,,,,4.0,0.47540983606557374,False,3.0,lower,13.0,60,0,60,60,0.08333333333333333,0.16666666666666666,False,False
12840,12840,1,True,5.0,2.0,3.0,22.0,6.0,,0.76,False,12.0,upper,39.0,99,6,93,99,0.6914893617021277,0.7021276595744681,True,False
12841,12841,0,False,,,,,,4.0,0.28888888888888886,True,14.0,upper,36.0,44,0,44,44,0.20454545454545456,0.22727272727272727,False,False
12842,12842,0,True,11.0,0.0,8.0,25.0,12.0,,0.6923076923076923,False,,,,51,12,39,51,0.425,0.525,False,True
12843,12843,1,True,2.0,4.0,1.0,18.0,3.0,,0.8,False,,,,39,3,36,39,0.5675675675675675,0.6486486486486487,False,False
12844,12844,1,True,7.0,2.0,5.0,22.0,8.0,,0.7543859649122807,False,1.0,lower,37.0,56,8,48,56,0.5714285714285714,0.6122448979591837,False,True
12845,12845,0,False,,,,,,5.0,0.36538461538461536,True,6.0,upper,30.0,51,0,51,51,0.09803921568627451,0.1568627450980392,False,False
12846,12846,1,True,3.0,4.0,2.0,18.0,4.0,,0.8791208791208791,False,,,,90,4,86,90,0.6781609195402298,0.7586206896551724,True,False
12847,12847,1,True,10.0,0.0,7.0,25.0,11.0,,0.8208955223880597,False,,,,66,11,55,66,0.5892857142857143,0.6607142857142857,False,False
12848,12848,1,True,5.0,2.0,3.0,22.0,6.0,,1.0,False,,,,34,6,28,34,0.7241379310344828,0.7931034482758621,True,False
12849,12849,1,True,9.0,0.0,5.0,25.0,10.0,,0.8723404255319149,False,,,,46,10,36,46,0.6216216216216216,0.7837837837837838,False,True
12850,12850,0,False,,,,,,8.0,0.3333333333333333,True,5.0,lower,22.0,32,0,32,32,0.0,0.0625,False,False
12851,12851,0,False,,,,,,7.0,0.3333333333333333,True,2.0,upper,27.0,59,0,59,59,0.1016949152542373,0.13559322033898305,False,False
12852,12852,0,True,4.0,2.0,2.0,22.0,5.0,,0.5660377358490566,False,7.0,upper,23.0,52,5,47,52,0.4166666666666667,0.4583333333333333,False,False
12853,12853,0,True,7.0,2.0,5.0,22.0,8.0,,0.7209302325581395,False,,,,42,8,34,42,0.5142857142857142,0.6285714285714286,True,False
12854,12854,0,False,,,,,,8.0,0.49206349206349204,False,2.0,upper,60.0,62,0,62,62,0.22580645161290322,0.25806451612903225,False,False
12855,12855,0,False,,,,,,7.0,0.5,False,3.0,lower,13.0,39,0,39,39,0.1794871794871795,0.23076923076923078,False,False
12856,12856,1,True,14.0,0.0,11.0,25.0,15.0,,0.9508196721311475,False,,,,60,15,45,60,0.5869565217391305,0.6521739130434783,True,False
12857,12857,0,False,,,,,,16.0,0.35294117647058826,True,8.0,lower,8.0,50,0,50,50,0.2,0.24,False,False
12858,12858,0,True,3.0,5.0,2.0,16.0,4.0,,0.4666666666666667,False,10.0,upper,51.0,59,4,55,59,0.32142857142857145,0.39285714285714285,False,False
12859,12859,1,True,2.0,4.0,1.0,18.0,3.0,,0.7777777777777778,False,4.0,lower,18.0,53,3,50,53,0.5490196078431373,0.6470588235294118,False,True
12860,12860,1,True,7.0,2.0,5.0,22.0,8.0,,0.8611111111111112,False,,,,35,8,27,35,0.6785714285714286,0.75,False,True
12861,12861,1,True,3.0,4.0,2.0,18.0,4.0,,0.89,False,1.0,lower,22.0,99,4,95,99,0.5625,0.6770833333333334,False,False
12862,12862,0,True,3.0,4.0,2.0,18.0,4.0,,0.6666666666666666,False,3.0,upper,40.0,44,4,40,44,0.43902439024390244,0.43902439024390244,True,True
12863,12863,0,True,3.0,5.0,2.0,16.0,4.0,,0.42,False,17.0,upper,40.0,49,4,45,49,0.30434782608695654,0.3695652173913043,False,False
12864,12864,0,True,4.0,2.0,2.0,22.0,5.0,,0.48,False,11.0,upper,42.0,49,5,44,49,0.35555555555555557,0.4222222222222222,False,False
12865,12865,0,True,5.0,4.0,4.0,18.0,6.0,,0.6911764705882353,False,5.0,upper,50.0,67,6,61,67,0.3709677419354839,0.43548387096774194,False,False
12866,12866,1,True,2.0,4.0,1.0,18.0,3.0,,0.9148936170212766,False,,,,46,3,43,46,0.5681818181818182,0.7272727272727273,False,True
12867,12867,0,True,6.0,0.0,3.0,25.0,7.0,,0.6170212765957447,False,,,,46,7,39,46,0.45,0.55,False,True
12868,12868,0,True,3.0,4.0,2.0,18.0,4.0,,0.41509433962264153,False,,,,52,4,48,52,0.24489795918367346,0.32653061224489793,False,True
12869,12869,0,True,2.0,4.0,1.0,18.0,3.0,,0.6078431372549019,False,,,,50,3,47,50,0.5208333333333334,0.5416666666666666,False,False
12870,12870,1,True,8.0,0.0,5.0,25.0,9.0,,0.7627118644067796,False,2.0,upper,57.0,58,9,49,58,0.58,0.64,True,False
12871,12871,0,True,7.0,0.0,4.0,25.0,8.0,,0.7121212121212122,False,,,,65,8,57,65,0.5344827586206896,0.603448275862069,True,False
12872,12872,0,False,,,,,,4.0,0.543859649122807,False,1.0,lower,15.0,56,0,56,56,0.42857142857142855,0.4642857142857143,False,False
12873,12873,0,False,,,,,,8.0,0.3050847457627119,True,6.0,upper,36.0,58,0,58,58,0.05172413793103448,0.10344827586206896,False,False
12874,12874,0,False,,,,,,7.0,0.44,False,3.0,lower,5.0,24,0,24,24,0.20833333333333334,0.20833333333333334,False,False
12875,12875,1,True,4.0,2.0,2.0,22.0,5.0,,0.7543859649122807,False,,,,56,5,51,56,0.5384615384615384,0.6538461538461539,False,False
12876,12876,0,True,3.0,4.0,2.0,18.0,4.0,,0.675,False,,,,39,4,35,39,0.4166666666666667,0.5833333333333334,False,True
12877,12877,0,False,,,,,,5.0,0.2857142857142857,True,8.0,upper,17.0,48,0,48,48,0.020833333333333332,0.0625,False,False
12878,12878,1,True,5.0,3.0,3.0,20.0,6.0,,0.9811320754716981,False,,,,52,6,46,52,0.7446808510638298,0.8723404255319149,True,False
12879,12879,1,False,,,,,,10.0,0.4,False,2.0,lower,5.0,49,0,49,49,0.16326530612244897,0.1836734693877551,False,False
12880,12880,0,True,2.0,4.0,1.0,18.0,3.0,,0.5454545454545454,False,,,,43,3,40,43,0.5121951219512195,0.5121951219512195,False,False
12881,12881,0,False,,,,,,7.0,0.2826086956521739,True,4.0,lower,41.0,45,0,45,45,0.1111111111111111,0.13333333333333333,False,False
12882,12882,0,False,,,,,,7.0,0.36,True,6.0,upper,36.0,49,0,49,49,0.08163265306122448,0.10204081632653061,False,False
12883,12883,1,True,11.0,0.0,7.0,25.0,12.0,,0.8717948717948718,False,,,,38,12,26,38,0.6296296296296297,0.6666666666666666,False,True
12884,12884,0,True,3.0,4.0,2.0,18.0,4.0,,0.7045454545454546,False,5.0,lower,39.0,43,4,39,43,0.425,0.425,False,False
12885,12885,1,True,2.0,4.0,1.0,18.0,3.0,,0.86,False,1.0,lower,47.0,49,3,46,49,0.48936170212765956,0.7021276595744681,False,False
12886,12886,1,True,4.0,2.0,2.0,22.0,5.0,,0.7619047619047619,False,,,,41,5,36,41,0.5405405405405406,0.6756756756756757,False,True
12887,12887,1,True,3.0,4.0,2.0,18.0,4.0,,0.85,False,,,,79,4,75,79,0.5131578947368421,0.6052631578947368,True,False
12888,12888,1,True,16.0,0.0,12.0,25.0,17.0,,0.7564102564102564,False,10.0,lower,32.0,77,17,60,77,0.5901639344262295,0.639344262295082,False,False
12889,12889,1,True,3.0,4.0,2.0,18.0,4.0,,0.93,False,,,,99,4,95,99,0.7395833333333334,0.78125,True,False
12890,12890,0,True,3.0,4.0,2.0,18.0,4.0,,0.6491228070175439,False,10.0,upper,50.0,56,4,52,56,0.49056603773584906,0.5094339622641509,False,False
12891,12891,0,True,11.0,0.0,8.0,25.0,12.0,,0.7058823529411765,False,3.0,upper,48.0,50,12,38,50,0.5128205128205128,0.5384615384615384,False,False
12892,12892,1,True,12.0,0.0,9.0,25.0,13.0,,0.9615384615384616,False,,,,51,13,38,51,0.6410256410256411,0.8205128205128205,False,True
12893,12893,1,True,2.0,4.0,1.0,18.0,3.0,,0.7761194029850746,False,2.0,upper,13.0,66,3,63,66,0.53125,0.609375,False,False
12894,12894,1,True,4.0,2.0,2.0,22.0,5.0,,0.9333333333333333,False,,,,44,5,39,44,0.575,0.75,False,True
12895,12895,0,True,3.0,4.0,2.0,18.0,4.0,,0.36065573770491804,True,18.0,lower,47.0,60,4,56,60,0.22807017543859648,0.2631578947368421,False,False
12896,12896,0,True,6.0,0.0,3.0,25.0,7.0,,0.5964912280701754,False,16.0,upper,41.0,56,7,49,56,0.2,0.24,False,False
12897,12897,1,True,4.0,2.0,2.0,22.0,5.0,,0.8142857142857143,False,,,,69,5,64,69,0.7384615384615385,0.7384615384615385,True,False
12898,12898,0,False,,,,,,22.0,0.12,True,14.0,upper,11.0,49,0,49,49,0.04081632653061224,0.061224489795918366,False,False
12899,12899,0,True,23.0,0.0,20.0,25.0,24.0,,0.7432432432432432,False,,,,73,24,49,73,0.46,0.58,False,False
12900,12900,0,False,,,,,,4.0,0.5,False,5.0,upper,27.0,49,0,49,49,0.16326530612244897,0.22448979591836735,False,False
12901,12901,0,True,4.0,2.0,2.0,22.0,5.0,,0.5636363636363636,False,10.0,lower,48.0,54,5,49,54,0.46,0.46,False,False
12902,12902,1,True,3.0,4.0,2.0,18.0,4.0,,0.8043478260869565,False,1.0,upper,18.0,45,4,41,45,0.6428571428571429,0.7857142857142857,True,False
12903,12903,0,False,,,,,,6.0,0.4406779661016949,False,4.0,lower,40.0,58,0,58,58,0.05172413793103448,0.13793103448275862,False,False
12904,12904,0,True,8.0,0.0,4.0,25.0,9.0,,0.8125,False,,,,63,9,54,63,0.45454545454545453,0.5272727272727272,True,False
12905,12905,0,False,,,,,,11.0,0.36585365853658536,True,3.0,upper,5.0,40,0,40,40,0.1,0.125,False,False
12906,12906,1,True,3.0,6.0,0.0,14.0,4.0,,0.7543859649122807,False,,,,56,4,52,56,0.5471698113207547,0.6792452830188679,False,True
12907,12907,1,True,2.0,4.0,1.0,18.0,3.0,,0.6666666666666666,False,3.0,lower,19.0,68,3,65,68,0.5454545454545454,0.6515151515151515,False,False
12908,12908,0,False,,,,,,8.0,0.22448979591836735,True,15.0,upper,40.0,48,0,48,48,0.041666666666666664,0.08333333333333333,False,False
12909,12909,1,True,2.0,4.0,1.0,18.0,3.0,,0.8,False,1.0,upper,41.0,44,3,41,44,0.5476190476190477,0.6904761904761905,True,False
12910,12910,0,False,,,,,,8.0,0.4166666666666667,False,,,,47,0,47,47,0.19148936170212766,0.23404255319148937,False,False
12911,12911,1,True,7.0,0.0,4.0,25.0,8.0,,0.8461538461538461,False,1.0,upper,50.0,51,8,43,51,0.5681818181818182,0.7045454545454546,True,True
12912,12912,1,False,,,,,,3.0,0.5370370370370371,False,2.0,upper,51.0,53,0,53,53,0.33962264150943394,0.39622641509433965,True,False
12913,12913,0,True,4.0,2.0,2.0,22.0,5.0,,0.5783132530120482,False,2.0,upper,34.0,82,5,77,82,0.41025641025641024,0.47435897435897434,False,False
12914,12914,0,False,,,,,,4.0,0.5,False,3.0,upper,65.0,71,0,71,71,0.19718309859154928,0.2535211267605634,False,False
12915,12915,1,True,2.0,4.0,1.0,18.0,3.0,,0.7894736842105263,False,,,,56,3,53,56,0.6481481481481481,0.7222222222222222,True,False
12916,12916,0,False,,,,,,4.0,0.49019607843137253,False,,,,50,0,50,50,0.14,0.2,False,False
12917,12917,0,False,,,,,,8.0,0.3076923076923077,True,4.0,upper,23.0,38,0,38,38,0.07894736842105263,0.13157894736842105,False,False
12918,12918,1,True,8.0,0.0,5.0,25.0,9.0,,0.7846153846153846,False,2.0,upper,21.0,64,9,55,64,0.6428571428571429,0.6785714285714286,False,False
12919,12919,0,True,6.0,0.0,3.0,25.0,7.0,,0.7307692307692307,False,1.0,upper,44.0,51,7,44,51,0.4444444444444444,0.5333333333333333,False,False
12920,12920,0,False,,,,,,9.0,0.34545454545454546,True,6.0,upper,49.0,54,0,54,54,0.16666666666666666,0.2037037037037037,False,False
12921,12921,0,False,,,,,,7.0,0.45454545454545453,False,4.0,upper,33.0,65,0,65,65,0.2,0.26153846153846155,False,False
12922,12922,0,False,,,,,,8.0,0.40816326530612246,False,4.0,lower,24.0,48,0,48,48,0.020833333333333332,0.10416666666666667,False,False
12923,12923,1,True,3.0,6.0,2.0,14.0,4.0,,0.7936507936507936,False,2.0,upper,59.0,62,4,58,62,0.6610169491525424,0.7288135593220338,True,False
12924,12924,1,True,2.0,4.0,1.0,18.0,3.0,,0.8787878787878788,False,,,,32,3,29,32,0.8333333333333334,0.8666666666666667,True,True
12925,12925,0,True,5.0,2.0,3.0,22.0,6.0,,0.42592592592592593,False,16.0,lower,38.0,53,6,47,53,0.22916666666666666,0.25,False,False
12926,12926,1,True,2.0,4.0,1.0,18.0,3.0,,0.6458333333333334,False,,,,47,3,44,47,0.5333333333333333,0.5777777777777777,True,False
12927,12927,0,True,4.0,2.0,2.0,22.0,5.0,,0.6197183098591549,False,6.0,upper,36.0,70,5,65,70,0.2878787878787879,0.30303030303030304,False,False
12928,12928,0,True,4.0,2.0,2.0,22.0,5.0,,0.5294117647058824,False,17.0,lower,23.0,50,5,45,50,0.10869565217391304,0.10869565217391304,False,False
12929,12929,0,False,,,,,,2.0,0.4444444444444444,False,5.0,upper,29.0,44,0,44,44,0.20454545454545456,0.25,False,False
12930,12930,1,True,7.0,0.0,4.0,25.0,8.0,,0.9215686274509803,False,,,,50,8,42,50,0.6976744186046512,0.8372093023255814,True,False
12931,12931,1,True,6.0,0.0,3.0,25.0,7.0,,0.7555555555555555,False,,,,44,7,37,44,0.5263157894736842,0.631578947368421,False,False
12932,12932,1,True,3.0,6.0,2.0,14.0,4.0,,1.0,False,,,,35,4,31,35,0.78125,0.84375,False,False
12933,12933,1,True,8.0,0.0,4.0,25.0,9.0,,0.8032786885245902,False,,,,60,9,51,60,0.6346153846153846,0.7115384615384616,False,False
12934,12934,1,True,5.0,3.0,3.0,20.0,6.0,,0.9318181818181818,False,,,,43,6,37,43,0.6578947368421053,0.7894736842105263,False,False
12935,12935,1,True,5.0,2.0,3.0,22.0,6.0,,0.9130434782608695,False,,,,45,6,39,45,0.675,0.8,False,False
12936,12936,1,True,8.0,0.0,5.0,25.0,9.0,,0.8421052631578947,False,,,,37,9,28,37,0.6551724137931034,0.7241379310344828,True,False
12937,12937,0,True,3.0,6.0,2.0,14.0,4.0,,0.5434782608695652,False,9.0,lower,40.0,45,4,41,45,0.38095238095238093,0.4523809523809524,False,False
12938,12938,1,True,11.0,0.0,7.0,25.0,12.0,,0.9016393442622951,False,,,,60,12,48,60,0.6938775510204082,0.7755102040816326,False,False
12939,12939,0,False,,,,,,3.0,0.4230769230769231,False,3.0,upper,12.0,51,0,51,51,0.23529411764705882,0.2549019607843137,False,False
12940,12940,1,True,8.0,0.0,4.0,25.0,9.0,,0.9347826086956522,False,,,,45,9,36,45,0.6486486486486487,0.7837837837837838,False,True
12941,12941,1,True,8.0,0.0,5.0,25.0,9.0,,0.8771929824561403,False,3.0,lower,51.0,56,9,47,56,0.5833333333333334,0.7291666666666666,False,False
12942,12942,1,True,2.0,4.0,1.0,18.0,3.0,,0.8947368421052632,False,,,,37,3,34,37,0.7142857142857143,0.8,True,True
12943,12943,0,True,3.0,4.0,2.0,18.0,4.0,,0.6111111111111112,False,12.0,lower,47.0,53,4,49,53,0.34,0.54,False,False
12944,12944,0,True,3.0,4.0,2.0,18.0,4.0,,0.6046511627906976,False,3.0,lower,35.0,42,4,38,42,0.3076923076923077,0.41025641025641024,False,False
12945,12945,1,True,11.0,0.0,7.0,25.0,12.0,,0.8795180722891566,False,,,,82,12,70,82,0.5915492957746479,0.6338028169014085,False,True
12946,12946,0,True,10.0,0.0,7.0,25.0,11.0,,0.7872340425531915,False,,,,46,11,35,46,0.4444444444444444,0.6111111111111112,False,False
12947,12947,1,True,5.0,2.0,3.0,22.0,6.0,,0.7674418604651163,False,,,,42,6,36,42,0.5675675675675675,0.7027027027027027,True,False
12948,12948,1,True,5.0,3.0,3.0,20.0,6.0,,0.8222222222222222,False,,,,44,6,38,44,0.6153846153846154,0.7692307692307693,False,True
12949,12949,0,False,,,,,,3.0,0.34375,True,,,,31,0,31,31,0.03225806451612903,0.0967741935483871,False,False
12950,12950,1,True,5.0,2.0,3.0,22.0,6.0,,0.8285714285714286,False,,,,34,6,28,34,0.6206896551724138,0.7241379310344828,False,True
12951,12951,1,True,5.0,2.0,3.0,22.0,6.0,,0.8461538461538461,False,,,,51,6,45,51,0.717391304347826,0.7391304347826086,False,False
12952,12952,1,True,4.0,2.0,2.0,22.0,5.0,,0.9574468085106383,False,,,,46,5,41,46,0.7142857142857143,0.7857142857142857,True,True
12953,12953,1,True,8.0,0.0,5.0,25.0,9.0,,0.8703703703703703,False,,,,53,9,44,53,0.6888888888888889,0.7777777777777778,True,False
12954,12954,1,True,8.0,0.0,5.0,25.0,9.0,,0.9054054054054054,False,,,,73,9,64,73,0.6923076923076923,0.7846153846153846,True,False
12955,12955,0,True,6.0,0.0,3.0,25.0,7.0,,0.5740740740740741,False,3.0,upper,50.0,53,7,46,53,0.40425531914893614,0.46808510638297873,True,False
12956,12956,0,False,,,,,,8.0,0.5238095238095238,False,4.0,upper,21.0,41,0,41,41,0.0,0.024390243902439025,False,False
12957,12957,1,False,,,,,,8.0,0.546875,False,2.0,lower,45.0,63,0,63,63,0.2222222222222222,0.2857142857142857,False,False
12958,12958,1,True,3.0,4.0,2.0,18.0,4.0,,0.8923076923076924,False,1.0,upper,20.0,64,4,60,64,0.7049180327868853,0.8360655737704918,False,False
12959,12959,1,True,2.0,4.0,1.0,18.0,3.0,,0.9411764705882353,False,,,,33,3,30,33,0.6451612903225806,0.8387096774193549,False,False
12960,12960,0,False,,,,,,7.0,0.3404255319148936,True,8.0,lower,17.0,46,0,46,46,0.021739130434782608,0.15217391304347827,False,False
12961,12961,1,True,11.0,0.0,7.0,25.0,12.0,,0.7352941176470589,False,8.0,upper,63.0,67,12,55,67,0.5,0.6071428571428571,False,False
12962,12962,0,False,,,,,,9.0,0.2727272727272727,True,13.0,lower,22.0,65,0,65,65,0.12307692307692308,0.15384615384615385,True,False
12963,12963,0,True,3.0,4.0,2.0,18.0,4.0,,0.5352112676056338,False,13.0,upper,60.0,70,4,66,70,0.3582089552238806,0.44776119402985076,False,False
12964,12964,1,True,4.0,2.0,2.0,22.0,5.0,,0.8095238095238095,False,,,,62,5,57,62,0.6206896551724138,0.7241379310344828,True,False
12965,12965,1,True,3.0,4.0,2.0,18.0,4.0,,0.7936507936507936,False,,,,62,4,58,62,0.5423728813559322,0.6440677966101694,False,False
